date_time,cash
2018-01-09T10:11:05Z,205146.000279413
2018-01-09T13:19:10Z,152027.951692517
2018-01-09T13:22:27Z,1910.08833338259
2018-01-09T13:23:30Z,181898.214642849
2018-01-09T13:30:11Z,82061.541704419
2018-01-09T13:34:14Z,91.106186954104
2018-01-10T09:28:15Z,37104.0941944876
2018-01-10T09:31:09Z,123.778750551438
2018-01-10T12:53:59Z,193000.603080635
2018-01-10T12:57:58Z,207.345115136926
2018-01-10T14:40:48Z,159278.747537003
2018-01-10T14:58:11Z,29065.386912482
2018-01-10T15:01:16Z,151.424765903028
2018-01-11T09:54:50Z,133234.944438743
2018-01-11T10:08:01Z,150331.491659579
2018-01-11T10:12:57Z,464.955712731289
2018-01-11T10:14:01Z,133234.944438743
2018-01-11T10:17:13Z,282.743338823081
2018-01-11T11:11:22Z,48164.3852907158
2018-01-11T11:14:14Z,216.141574566978
2018-01-11T11:32:19Z,159278.747537003
2018-01-11T11:51:06Z,133234.944438743
2018-01-11T11:54:14Z,282.743338823081
2018-01-11T11:55:36Z,133234.944438743
2018-01-11T11:59:03Z,125.663706143592
2018-01-11T11:59:54Z,150331.491659579
2018-01-11T12:46:19Z,152320.119809301
2018-01-11T17:56:42Z,181898.214642849
2018-01-11T18:00:06Z,314.159265358979
2018-01-12T08:11:31Z,55967.4731237022
2018-01-12T08:16:22Z,581.194640914112
2018-01-12T11:03:23Z,34280.4307174411
2018-01-12T11:05:39Z,277.08847204662
2018-01-12T11:15:57Z,85927.2714646612
2018-01-12T11:18:46Z,152.367243699105
2018-01-12T11:19:29Z,36379.6429285698
2018-01-12T11:22:46Z,1947.78744522567
2018-01-12T11:23:57Z,30066.2983319158
2018-01-12T11:27:16Z,92.9911425462579
2018-01-12T11:28:18Z,41029.2000558827
2018-01-12T11:30:39Z,125.663706143592
2018-01-12T11:42:57Z,51019.4646942982
2018-01-12T11:45:00Z,31.4159265358979
2018-01-12T12:38:06Z,29121.3072617159
2018-01-12T12:40:11Z,95.5044166691297
2018-01-12T13:01:43Z,159278.747537003
2018-01-12T14:02:59Z,279.601746169492
2018-01-12T15:05:20Z,181898.214642849
2018-01-12T15:10:33Z,133234.944438743
2018-01-12T16:44:31Z,171402.153587206
2018-01-12T16:48:31Z,128.805298797182
2018-01-13T09:08:11Z,72661.8964848783
2018-01-13T09:10:39Z,223.053078404875
2018-01-13T11:02:17Z,36379.6429285698
2018-01-13T11:03:57Z,62.8318530717959
2018-01-13T11:05:13Z,41029.2000558827
2018-01-13T11:08:39Z,125.663706143592
2018-01-13T12:31:11Z,159278.747537003
2018-01-13T15:43:42Z,29065.386912482
2018-01-15T09:23:37Z,145326.93456241
2018-01-15T09:25:57Z,128.805298797182
2018-01-15T10:10:28Z,171402.153587206
2018-01-15T10:13:45Z,1385.4423602331
2018-01-15T10:14:48Z,171072.286358579
2018-01-15T10:17:43Z,144.51326206513
2018-01-15T11:07:32Z,38674.8905212825
2018-01-15T11:10:41Z,123.778750551438
2018-01-15T11:13:49Z,159278.747537003
2018-01-15T11:20:09Z,150331.491659579
2018-01-15T11:27:59Z,2035.75203952619
2018-01-15T11:29:01Z,159278.747537003
2018-01-15T11:32:35Z,159278.747537003
2018-01-15T12:10:34Z,205146.000279413
2018-01-15T12:13:26Z,628.318530717959
2018-01-15T12:52:43Z,205146.000279413
2018-01-15T12:57:44Z,102573.000139707
2018-01-15T13:09:48Z,133234.944438743
2018-01-15T13:17:06Z,1795.20029004082
2018-01-15T13:18:25Z,34280.4307174411
2018-01-15T13:20:17Z,277.08847204662
2018-01-15T13:21:21Z,159278.747537003
2018-01-15T14:57:06Z,159278.747537003
2018-01-15T16:45:18Z,159278.747537003
2018-01-16T10:06:41Z,133234.944438743
2018-01-16T10:09:40Z,125.663706143592
2018-01-16T10:10:26Z,171072.286358579
2018-01-16T10:36:33Z,34280.4307174411
2018-01-16T10:39:14Z,120.00883936713
2018-01-16T10:45:37Z,150331.491659579
2018-01-16T10:50:16Z,464.955712731289
2018-01-16T11:10:40Z,133234.944438743
2018-01-16T11:13:12Z,282.743338823081
2018-01-16T11:20:32Z,30066.2983319158
2018-01-16T11:23:56Z,92.9911425462579
2018-01-16T11:35:13Z,159278.747537003
2018-01-16T11:44:49Z,41029.2000558827
2018-01-16T11:46:48Z,125.663706143592
2018-01-16T13:04:58Z,150331.491659579
2018-01-16T13:08:18Z,464.955712731289
2018-01-16T13:36:32Z,279.601746169492
2018-01-16T14:02:59Z,34370.9085858645
2018-01-16T14:04:28Z,186.610603623234
2018-01-16T16:34:48Z,205146.000279413
2018-01-17T10:46:06Z,193000.603080635
2018-01-17T10:49:44Z,207.345115136926
2018-01-17T10:53:08Z,279.601746169492
2018-01-17T11:09:51Z,171402.153587206
2018-01-17T11:14:46Z,128.805298797182
2018-01-17T11:15:48Z,34370.9085858645
2018-01-17T11:17:44Z,186.610603623234
2018-01-17T11:18:26Z,41029.2000558827
2018-01-17T11:20:34Z,125.663706143592
2018-01-17T11:44:16Z,145326.93456241
2018-01-17T11:48:25Z,128.805298797182
2018-01-17T12:40:42Z,145326.93456241
2018-01-17T12:44:07Z,757.12382951514
2018-01-17T12:46:07Z,171402.153587206
2018-01-17T12:50:15Z,128.805298797182
2018-01-17T13:01:00Z,171072.286358579
2018-01-17T13:06:06Z,144.51326206513
2018-01-17T13:20:01Z,159278.747537003
2018-01-17T14:55:29Z,205146.000279413
2018-01-17T14:59:29Z,64883.31307459
2018-01-17T15:01:46Z,147.65485471872
2018-01-17T15:07:39Z,171402.153587206
2018-01-17T15:12:20Z,128.805298797182
2018-01-17T16:33:31Z,181898.214642849
2018-01-17T16:37:02Z,6597.34457253857
2018-01-18T11:06:29Z,205146.000279413
2018-01-18T11:09:25Z,205146.000279413
2018-01-18T11:12:34Z,144827.421330489
